player_id,player_name,specific_position,specific_position_consistency_at5,topk_neighbors,topk_neighbor_categories
3577,S. Rondón,ST,0.6,"D. Alli, E. Hazard, J. Ayew, Roberto Firmino, S. Mounié","CAM, LW, ST, ST, ST"
3802,Philippe Coutinho,LW,0.6,"A. Sánchez, S. Mané, D. Alli, E. Hazard, M. Özil","LW, LW, CAM, LW, CAM"
3928,Vicente Iborra,CDM,0.6,"Oriol Romeu, W. Ndidi, M. Noble, J. Cork, G. Barry","CDM, CDM, CM, CM, CDM"
4908,Alberto Moreno,LB,1.0,"C. Daniels, B. Chilwell, Marcos Alonso, B. Davies, A. Robertson","LB, LB, LB, LB, LB"
5281,A. Nyom,RB,1.0,"Cédric Soares, J. Ward, S. Coleman, J. Kenny, M. Lowton","RB, RB, RB, RB, RB"
7853,K. Gibbs,LB,1.0,"C. Daniels, B. Davies, E. Pieters, B. Chilwell, G. Bong","LB, LB, LB, LB, LB"
7855,L. Koscielny,CB,1.0,"A. Mariappa, M. Keane, V. Lindelöf, T. Alderweireld, D. Lovren","CB, CB, CB, CB, CB"
7868,A. Oxlade-Chamberlain,RW,0.0,"H. Mkhitaryan, D. Tadić, C. Eriksen, K. De Bruyne, A. Iwobi","CAM, CAM, CAM, CAM, LW"
7870,A. Ramsey,CM,0.2,"P. Pogba, N. Kanté, Ayoze Pérez, W. Rooney, A. Doucouré","CM, CDM, ST, ST, CDM"
7873,J. Wilshere,CM,0.6,"N. Kanté, G. Xhaka, A. Ramsey, Fernandinho, M. Dembélé","CDM, CM, CM, CDM, CM"
7879,T. Walcott,RW,0.6,"A. Townsend, A. Knockaert, C. Quaner, M. Diouf, A. Carrillo","RW, RW, ST, ST, RW"
7885,R. Bertrand,LB,1.0,"B. Davies, B. Chilwell, M. Olsson, K. Gibbs, A. Masuaku","LB, LB, LB, LB, LB"
7887,G. Cahill,CB,1.0,"C. Schindler, J. Evans, F. Lejeune, L. Dunk, H. Maguire","CB, CB, CB, CB, CB"
7899,Oriol Romeu,CDM,0.6,"Fernandinho, D. Stephens, W. Ndidi, N. Kanté, E. Dier","CDM, CM, CDM, CDM, CB"
7905,R. Lukaku,ST,0.8,"A. Lacazette, T. Abraham, Roberto Firmino, D. Gayle, A. Barnes","ST, ST, ST, ST, CB"
7906,Juan Mata,RW,0.8,"X. Shaqiri, R. Mahrez, K. De Bruyne, J. Ibe, A. Townsend","RW, RW, CAM, RW, RW"
7914,J. Evans,CB,1.0,"C. Schindler, C. Kabasele, H. Maguire, G. Cahill, L. Dunk","CB, CB, CB, CB, CB"
7918,P. Jones,CB,1.0,"A. Mawson, R. Klavan, N. Aké, H. Maguire, B. Mee","CB, CB, CB, CB, CB"
7919,M. Keane,CB,1.0,"P. Jagielka, J. Tomkins, L. Koscielny, D. Lovren, J. Tarkowski","CB, CB, CB, CB, CB"
7922,C. Smalling,CB,1.0,"S. Mustafi, J. Tarkowski, M. Yoshida, W. Reid, S. Prödl","CB, CB, CB, CB, CB"
7929,T. Cleverley,CM,0.8,"A. Mooy, P. Pogba, Y. Cabaye, W. Rooney, J. Milner","CM, CM, CM, ST, CM"
7932,D. Fletcher,CM,0.2,"Oriol Romeu, J. Henderson, E. Dier, D. Stephens, L. Milivojević","CDM, CDM, CB, CM, CDM"
7934,J. Lingard,CAM,0.6,"J. Rodriguez, M. Özil, P. Pogba, C. Eriksen, Roberto Firmino","CAM, CAM, CM, CAM, ST"
7936,P. Pogba,CM,0.4,"J. Allen, A. Doucouré, I. Gueye, G. Wijnaldum, N. Kanté","CM, CDM, CDM, CM, CDM"
7938,A. Valencia,RB,1.0,"Cédric Soares, T. Alexander-Arnold, K. Trippier, Bellerín, K. Naughton","RB, RB, RB, RB, RB"
7939,A. Young,LB,1.0,"G. Bong, C. Daniels, P. van Aanholt, L. Baines, S. Ward","LB, LB, LB, LB, LB"
7941,J. Hernández,ST,0.6,"S. Mounié, J. Rodriguez, J. Lingard, Roberto Firmino, L. Depoitre","ST, CAM, CAM, ST, ST"
7944,W. Rooney,ST,0.0,"P. Pogba, J. Allen, G. Xhaka, N. Kanté, G. Wijnaldum","CM, CM, CM, CDM, CM"
7945,D. Welbeck,ST,0.4,"E. Hazard, J. Ayew, D. Alli, J. King, A. Sánchez","LW, ST, CAM, ST, LW"
7958,M. Kelly,CB,1.0,"J. Stephens, M. Jørgensen, W. Morgan, E. Bailly, S. Duffy","CB, CB, CB, CB, CB"
7964,J. Henderson,CDM,0.6,"Oriol Romeu, E. Can, N. Kanté, I. Gueye, E. Dier","CDM, CM, CDM, CDM, CB"
7967,J. Shelvey,CM,0.6,"Sung-Yeung Ki, Y. Cabaye, D. Fletcher, A. Doucouré, Oriol Romeu","CM, CM, CM, CDM, CDM"
7978,P. Dummett,LB,1.0,"G. Bong, E. Pieters, C. Daniels, C. Löwe, K. Gibbs","LB, LB, LB, LB, LB"
7988,Y. Cabaye,CM,1.0,"J. Shelvey, Fàbregas, Sung-Yeung Ki, T. Cleverley, D. Fletcher","CM, CM, CM, CM, CM"
7989,D. Gosling,CM,0.4,"N. Matić, M. Noble, J. Cork, A. Doucouré, L. Milivojević","CDM, CM, CM, CDM, CDM"
8004,C. Clark,CB,1.0,"N. Aké, A. Mawson, L. Dunk, C. Schindler, B. Mee","CB, CB, CB, CB, CB"
8005,J. Collins,CB,1.0,"J. Lascelles, W. Morgan, M. Jørgensen, K. Long, J. Tarkowski","CB, CB, CB, CB, CB"
8013,M. Albrighton,LW,0.8,"S. March, R. van La Parra, D. Gray, N. Redmond, Javi Manquillo","LW, LW, LW, LW, LB"
8032,Marcos Alonso,LB,1.0,"B. Davies, B. Chilwell, S. Kolašinac, C. Daniels, K. Gibbs","LB, LB, LB, LB, LB"
8086,D. Stephens,CM,0.2,"E. Dier, Oriol Romeu, W. Ndidi, J. Hogg, D. Fletcher","CB, CDM, CDM, CDM, CM"
8116,N. Redmond,LW,1.0,"R. van La Parra, S. Boufal, A. Martial, E. Choupo-Moting, Richarlison","LW, LW, LW, LW, LW"
8125,J. Cork,CM,0.2,"L. Milivojević, M. Noble, A. Doucouré, G. Barry, I. Gueye","CDM, CM, CDM, CDM, CDM"
8136,J. Stephens,CB,1.0,"M. Jørgensen, A. Mariappa, J. Lascelles, T. Alderweireld, M. Kelly","CB, CB, CB, CB, CB"
8143,M. Schneiderlin,CDM,0.6,"L. Milivojević, M. Noble, N. Matić, J. Cork, I. Gueye","CDM, CM, CDM, CM, CDM"
8144,J. Ward-Prowse,RW,1.0,"M. Ritchie, X. Shaqiri, J. Guðmundsson, R. Mahrez, J. Ibe","RW, RW, RW, RW, RW"
8186,S. Dann,CB,1.0,"J. Tomkins, A. Williams, Ahmed Hegazy, M. Yoshida, V. van Dijk","CB, CB, CB, CB, CB"
8192,M. Olsson,LB,1.0,"R. Bertrand, K. Gibbs, C. Daniels, A. Young, S. Ward","LB, LB, LB, LB, LB"
8221,J. Ward,RB,0.8,"T. Smith, Cédric Soares, D. Yedlin, S. Coleman, P. Zabaleta","CM, RB, RB, RB, RB"
8239,L. Baines,LB,1.0,"C. Daniels, S. Ward, B. Davies, A. Young, G. Bong","LB, LB, LB, LB, LB"
8240,S. Coleman,RB,1.0,"Cédric Soares, S. Aurier, K. Trippier, J. Ward, T. Alexander-Arnold","RB, RB, RB, RB, RB"
8242,S. Duffy,CB,1.0,"J. Lascelles, W. Morgan, K. Long, F. Fernández, R. Shawcross","CB, CB, CB, CB, CB"
8245,P. Jagielka,CB,1.0,"M. Keane, J. Tomkins, D. Lovren, J. Tarkowski, Ahmed Hegazy","CB, CB, CB, CB, CB"
8277,K. Walker,RB,0.8,"J. Gomez, T. Alexander-Arnold, Bellerín, K. Naughton, A. Valencia","CB, RB, RB, RB, RB"
8284,A. Lennon,RW,0.8,"N. Dyer, C. Quaner, A. Carrillo, A. Knockaert, A. Townsend","RW, ST, RW, RW, RW"
8285,J. Livermore,CM,0.4,"E. Dier, L. Fer, W. Ndidi, I. Gueye, Ander Herrera","CB, CM, CDM, CDM, CM"
8290,A. Pritchard,CAM,0.8,"H. Mkhitaryan, P. Groß, D. Tadić, C. Eriksen, A. Oxlade-Chamberlain","CAM, CAM, CAM, CAM, RW"
8296,J. Defoe,ST,1.0,"S. Agüero, H. Kane, Gabriel Jesus, C. Benteke, J. Vardy","ST, ST, ST, ST, ST"
8307,V. Kompany,CB,0.8,"J. Stones, J. Matip, D. Sánchez, S. Mustafi, D. Stephens","CB, CB, CB, CB, CM"
8313,P. Zabaleta,RB,0.8,"K. Naughton, M. Lowton, A. Valencia, T. Smith, Cédric Soares","RB, RB, RB, CM, RB"
8314,G. Barry,CDM,0.8,"J. Cork, N. Matić, L. Milivojević, I. Gueye, E. Capoue","CM, CDM, CDM, CDM, CDM"
8317,David Silva,CAM,0.4,"E. Hazard, M. Özil, M. Lanzini, Pedro, J. Ayew","LW, CAM, CAM, RW, ST"
8319,J. Milner,CM,0.8,"A. Mooy, T. Cleverley, M. Lanzini, T. Carroll, J. Allen","CM, CM, CAM, CM, CM"
8325,S. Agüero,ST,0.8,"H. Kane, A. Lacazette, E. Hazard, Gabriel Jesus, Roberto Firmino","ST, ST, LW, ST, ST"
8336,K. Naughton,RB,0.8,"P. Zabaleta, M. Lowton, A. Valencia, D. Janmaat, T. Smith","RB, RB, RB, RB, CM"
8351,A. Surman,CM,0.4,"A. Doucouré, L. Milivojević, N. Matić, J. Cork, G. Xhaka","CDM, CDM, CDM, CM, CM"
8360,C. Dawson,RB,0.2,"S. Francis, M. Holgate, M. van der Hoorn, J. Stephens, T. Fosu-Mensah","CB, CB, CB, CB, RB"
8370,C. Brunt,RW,0.0,"G. Sigurðsson, S. Clucas, T. Carroll, R. Brady, J. Milner","LW, CM, CM, LW, CM"
8384,S. Long,ST,0.6,"D. Calvert-Lewin, S. Rondón, E. Hazard, Roberto Firmino, J. Rodriguez","ST, ST, LW, ST, CAM"
8416,G. Murray,ST,0.8,"J. Ayew, J. Rodriguez, S. Mounié, S. Rondón, J. King","ST, CAM, ST, ST, ST"
8422,W. Zaha,ST,0.0,"Son Heung-Min, M. Rashford, A. Martial, Richarlison, E. Choupo-Moting","LW, LW, LW, LW, LW"
8433,S. Ward,LB,1.0,"G. Bong, C. Fuchs, L. Baines, C. Daniels, A. Young","LB, LB, LB, LB, LB"
8460,A. Smith,RB,0.8,"J. Gomez, T. Alexander-Arnold, K. Naughton, Bellerín, E. Schelotto","CB, RB, RB, RB, RB"
8464,F. Delph,LB,1.0,"A. Robertson, B. Chilwell, B. Davies, Alberto Moreno, S. Kolašinac","LB, LB, LB, LB, LB"
8471,A. Townsend,RW,1.0,"J. Guðmundsson, J. Ibe, A. Knockaert, A. Carrillo, M. Ritchie","RW, RW, RW, RW, RW"
8488,W. Morgan,CB,1.0,"K. Long, S. Duffy, J. Lascelles, E. Bailly, F. Fernández","CB, CB, CB, CB, CB"
8498,A. King,CM,0.6,"J. Cork, A. Doucouré, L. Cook, J. Allen, I. Gueye","CM, CDM, CM, CM, CDM"
8501,J. Schlupp,LB,1.0,"Marcos Alonso, Alberto Moreno, B. Chilwell, F. Delph, C. Daniels","LB, LB, LB, LB, LB"
8516,P. Bardsley,RB,1.0,"D. Simpson, K. Naughton, M. Lowton, Bruno Saltor, P. Zabaleta","RB, RB, RB, RB, RB"
8530,J. McClean,LW,1.0,"R. van La Parra, M. Pugh, E. Choupo-Moting, C. Atsu, M. Rashford","LW, LW, LW, LW, LW"
8553,W. Reid,CB,1.0,"J. Tarkowski, S. Mustafi, M. Yoshida, C. Smalling, S. Prödl","CB, CB, CB, CB, CB"
8554,J. Tomkins,CB,1.0,"Ahmed Hegazy, M. Yoshida, M. Keane, J. Tarkowski, P. Jagielka","CB, CB, CB, CB, CB"
8561,M. Noble,CM,0.4,"I. Gueye, J. Cork, W. Ndidi, Oriol Romeu, S. Defour","CDM, CM, CDM, CDM, CM"
8582,A. Cresswell,CB,0.0,"B. Davies, K. Gibbs, J. Holebas, C. Daniels, E. Pieters","LB, LB, LB, LB, LB"
8620,M. Diamé,CM,0.2,"A. Doucouré, L. Milivojević, J. Cork, N. Matić, M. Schneiderlin","CDM, CDM, CM, CDM, CDM"
8623,J. McArthur,CM,0.6,"J. Allen, P. Pogba, I. Gueye, W. Rooney, M. Noble","CM, CM, CDM, ST, CM"
8625,V. Moses,RB,1.0,"Bellerín, S. Aurier, S. Coleman, Kiko Femenía, K. Trippier","RB, RB, RB, RB, RB"
8643,M. Lowton,RB,1.0,"K. Naughton, P. Zabaleta, J. Kenny, Cédric Soares, A. Valencia","RB, RB, RB, RB, RB"
8653,H. Maguire,CB,1.0,"W. Hoedt, N. Aké, A. Mawson, C. Schindler, L. Dunk","CB, CB, CB, CB, CB"
8677,M. Antonio,ST,0.0,"X. Shaqiri, A. Townsend, D. Tadić, R. Mahrez, A. Iwobi","RW, RW, CAM, RW, LW"
8717,H. Kane,ST,1.0,"Álvaro Morata, T. Deeney, C. Benteke, S. Agüero, A. Lacazette","ST, ST, ST, ST, ST"
8731,R. Shawcross,CB,1.0,"F. Fernández, W. Morgan, J. Tarkowski, S. Duffy, S. Prödl","CB, CB, CB, CB, CB"
8747,P. Crouch,ST,0.8,"S. Mounié, L. Depoitre, S. Rondón, J. Rodriguez, Roberto Firmino","ST, ST, ST, CAM, ST"
8833,J. Lascelles,CB,1.0,"S. Duffy, W. Morgan, M. Jørgensen, F. Fernández, S. Cook","CB, CB, CB, CB, CB"
8889,A. Mariappa,CB,1.0,"M. Jørgensen, J. Lascelles, J. Stephens, L. Koscielny, S. Cook","CB, CB, CB, CB, CB"
8897,J. Hogg,CDM,0.6,"D. Stephens, E. Dier, W. Ndidi, Oriol Romeu, A. Doucouré","CM, CB, CDM, CDM, CDM"
8903,T. Deeney,ST,1.0,"Álvaro Morata, H. Kane, C. Benteke, D. Gayle, J. Vardy","ST, ST, ST, ST, ST"
8925,A. Westwood,CM,0.4,"J. Cork, L. Milivojević, M. Noble, N. Matić, Vicente Iborra","CM, CDM, CM, CDM, CDM"
8944,B. Mee,CB,1.0,"N. Aké, L. Dunk, C. Schindler, A. Mawson, H. Maguire","CB, CB, CB, CB, CB"
8945,K. Trippier,RB,1.0,"S. Aurier, A. Valencia, Cédric Soares, Kiko Femenía, S. Coleman","RB, RB, RB, RB, RB"
8953,C. Austin,ST,1.0,"D. Gayle, T. Deeney, H. Kane, Álvaro Morata, C. Benteke","ST, ST, ST, ST, ST"
8958,J. Rodriguez,CAM,0.2,"J. Ayew, J. King, J. Lingard, S. Rondón, Roberto Firmino","ST, ST, CAM, ST, ST"
8959,J. Stanislas,RW,0.0,"G. Sigurðsson, J. King, R. Pereyra, D. Gray, David Silva","LW, ST, CAM, LW, CAM"
8976,T. Carroll,CM,0.6,"A. Mooy, M. Lanzini, J. Milner, D. Pröpper, T. Bakayoko","CM, CAM, CM, CM, CDM"
8980,J. Hendrick,CAM,0.2,"G. Wijnaldum, P. Pogba, Ayoze Pérez, J. Lingard, A. Ramsey","CM, CM, ST, CAM, CM"
8981,W. Hughes,CAM,0.0,"J. Ibe, R. Mahrez, A. Carrillo, A. Iwobi, M. Sissoko","RW, RW, RW, LW, RW"
9097,L. Dunk,CB,1.0,"N. Aké, C. Schindler, B. Mee, A. Mawson, M. Sakho","CB, CB, CB, CB, CB"
9123,A. Barnes,CB,0.0,"Roberto Firmino, H. Kane, A. Lacazette, C. Wood, S. Agüero","ST, ST, ST, ST, ST"
9127,S. Vokes,ST,1.0,"Álvaro Morata, C. Benteke, H. Kane, D. Gayle, J. Vardy","ST, ST, ST, ST, ST"
9164,C. Taylor,LB,1.0,"C. Daniels, L. Baines, G. Bong, M. Olsson, C. Löwe","LB, LB, LB, LB, LB"
9206,C. Wood,ST,0.8,"S. Rondón, D. Alli, H. Kane, Álvaro Morata, D. Gayle","ST, CAM, ST, ST, ST"
9227,M. Ritchie,RW,1.0,"J. Guðmundsson, A. Knockaert, M. Phillips, A. Townsend, J. Ward-Prowse","RW, RW, RW, RW, RW"
9277,S. Cook,CB,1.0,"J. Tarkowski, J. Lascelles, F. Fernández, W. Morgan, M. Yoshida","CB, CB, CB, CB, CB"
9279,S. Francis,CB,0.0,"C. Dawson, D. Simpson, T. Fosu-Mensah, Bruno Saltor, P. Bardsley","RB, RB, RB, RB, RB"
9280,S. Malone,LB,1.0,"M. Olsson, L. Baines, C. Daniels, R. Bertrand, C. Löwe","LB, LB, LB, LB, LB"
9283,H. Arter,CM,0.6,"M. Noble, A. Surman, A. Doucouré, N. Matić, M. Diamé","CM, CM, CDM, CDM, CM"
9285,C. Daniels,LB,1.0,"K. Gibbs, G. Bong, L. Baines, E. Pieters, C. Löwe","LB, LB, LB, LB, LB"
9293,M. Pugh,LW,0.6,"R. van La Parra, A. Masuaku, J. McClean, L. Sané, R. Bertrand","LW, LB, LW, LW, LB"
9380,J. Stones,CB,1.0,"D. Sánchez, J. Matip, V. Kompany, S. Mustafi, W. Morgan","CB, CB, CB, CB, CB"
9414,M. Phillips,RW,0.6,"M. Ritchie, J. Guðmundsson, A. Knockaert, Kiko Femenía, Bellerín","RW, RW, RW, RB, RB"
9419,T. Ince,CAM,0.4,"K. De Bruyne, Juan Mata, D. Tadić, A. Oxlade-Chamberlain, X. Shaqiri","CAM, RW, CAM, RW, RW"
9433,J. Tarkowski,CB,1.0,"W. Reid, M. Yoshida, S. Cook, S. Prödl, F. Fernández","CB, CB, CB, CB, CB"
9623,R. Brady,LW,0.6,"G. Sigurðsson, J. Stanislas, M. Albrighton, D. Gray, C. Brunt","LW, RW, LW, LW, RW"
9637,J. King,ST,0.4,"J. Ayew, E. Choupo-Moting, M. Arnautović, R. Loftus-Cheek, J. Rodriguez","ST, LW, ST, LW, CAM"
9739,J. Ibe,RW,1.0,"R. Mahrez, X. Shaqiri, A. Knockaert, A. Townsend, Juan Mata","RW, RW, RW, RW, RW"
10108,K. Long,CB,1.0,"W. Morgan, S. Duffy, M. Jørgensen, F. Fernández, E. Bailly","CB, CB, CB, CB, CB"
10252,S. Clucas,CM,0.8,"A. Mooy, C. Brunt, T. Carroll, J. Milner, P. Højbjerg","CM, RW, CM, CM, CM"
10663,A. Gray,ST,0.4,"E. Hazard, H. Kane, A. Barnes, D. Alli, C. Wood","LW, ST, CB, CAM, ST"
11066,R. Sterling,RW,0.2,"A. Townsend, D. Tadić, M. Arnautović, D. Calvert-Lewin, C. Wilson","RW, CAM, ST, ST, ST"
11078,T. Smith,CM,0.0,"Cédric Soares, J. Ward, P. Zabaleta, K. Naughton, A. Valencia","RB, RB, RB, RB, RB"
11152,M. Dembélé,CM,0.6,"Fernandinho, G. Xhaka, N. Kanté, E. Can, G. Wijnaldum","CDM, CM, CDM, CM, CM"
11294,S. Arfield,LW,0.8,"Kenedy, J. Schlupp, E. Choupo-Moting, S. Mané, Ramadan Sobhi","LW, LB, LW, LW, LW"
11669,C. Wilson,ST,0.6,"Roberto Firmino, J. Rodriguez, A. Barnes, S. Agüero, D. Calvert-Lewin","ST, CAM, CB, ST, ST"
12536,D. Gayle,ST,1.0,"H. Kane, Álvaro Morata, C. Benteke, T. Deeney, C. Wood","ST, ST, ST, ST, ST"
12829,J. Vardy,ST,1.0,"H. Kane, S. Rondón, T. Deeney, Álvaro Morata, S. Agüero","ST, ST, ST, ST, ST"
13484,D. Alli,CAM,0.0,"E. Hazard, S. Mané, S. Rondón, A. Sánchez, J. Ayew","LW, LW, ST, LW, ST"
14688,S. Prödl,CB,1.0,"S. Mustafi, J. Tarkowski, M. Yoshida, F. Fernández, W. Reid","CB, CB, CB, CB, CB"
14703,M. Arnautović,ST,0.4,"J. King, Son Heung-Min, J. Ayew, D. Tadić, E. Choupo-Moting","ST, LW, ST, CAM, LW"
14748,A. Rüdiger,CB,1.0,"J. Vertonghen, W. Hoedt, G. Cahill, J. Evans, H. Maguire","CB, CB, CB, CB, CB"
14763,S. Okazaki,ST,0.4,"J. Lingard, Ayoze Pérez, P. Pogba, J. Hernández, A. Iwobi","CAM, ST, CM, ST, LW"
14796,C. Löwe,LB,1.0,"C. Daniels, L. Baines, G. Bong, A. Young, S. Ward","LB, LB, LB, LB, LB"
14808,İ. Gündoğan,CM,0.8,"M. Dembélé, G. Wijnaldum, N. Kanté, S. Davis, P. Pogba","CM, CM, CDM, CM, CM"
14853,C. Fuchs,LB,1.0,"S. Ward, C. Daniels, A. Young, K. Gibbs, G. Bong","LB, LB, LB, LB, LB"
14869,S. Kolašinac,LB,1.0,"B. Davies, Marcos Alonso, E. Pieters, R. Bertrand, B. Chilwell","LB, LB, LB, LB, LB"
14870,J. Matip,CB,1.0,"J. Stones, V. Kompany, D. Sánchez, K. Long, W. Morgan","CB, CB, CB, CB, CB"
14911,Son Heung-Min,LW,0.6,"W. Zaha, M. Arnautović, E. Hazard, E. Choupo-Moting, A. Martial","ST, ST, LW, LW, LW"
15054,M. Diouf,ST,0.2,"A. Townsend, C. Quaner, T. Walcott, A. Carrillo, E. Kachunga","RW, ST, RW, RW, RW"
15198,E. Choupo-Moting,LW,0.8,"Richarlison, J. King, N. Redmond, S. Mané, S. Boufal","LW, ST, LW, LW, LW"
15215,C. Schindler,CB,1.0,"N. Aké, L. Dunk, B. Mee, H. Maguire, C. Kabasele","CB, CB, CB, CB, CB"
15526,P. Groß,CAM,0.6,"K. De Bruyne, D. Tadić, H. Mkhitaryan, J. Ibe, X. Shaqiri","CAM, CAM, CAM, RW, RW"
15808,Roberto Firmino,ST,0.6,"Ayoze Pérez, E. Hazard, A. Barnes, S. Rondón, S. Agüero","ST, LW, CB, ST, ST"
15823,D. Williams,CM,0.2,"W. Ndidi, M. Diamé, J. Hogg, A. Doucouré, E. Dier","CDM, CM, CDM, CDM, CB"
16122,E. Kachunga,RW,0.8,"N. Dyer, A. Carrillo, J. Guðmundsson, A. Knockaert, C. Quaner","RW, RW, RW, RW, ST"
16436,C. Quaner,ST,0.0,"A. Knockaert, A. Townsend, A. Carrillo, N. Dyer, A. Lennon","RW, RW, RW, RW, RW"
18550,E. Can,CM,0.2,"N. Kanté, Oriol Romeu, Fernandinho, A. Doucouré, G. Xhaka","CDM, CDM, CDM, CDM, CM"
20593,R. Pereyra,CAM,0.2,"J. Ayew, J. King, David Silva, A. Mooy, D. Gray","ST, ST, CAM, CM, LW"
20612,S. Mustafi,CB,1.0,"M. Yoshida, W. Reid, C. Smalling, S. Prödl, J. Tarkowski","CB, CB, CB, CB, CB"
20620,Pedro Obiang,CDM,0.6,"J. Cork, I. Gueye, L. Milivojević, E. Capoue, M. Noble","CM, CDM, CDM, CDM, CM"
20855,E. Schelotto,RB,1.0,"D. Janmaat, P. Zabaleta, Bruno Saltor, Cédric Soares, D. Yedlin","RB, RB, RB, RB, RB"
20857,M. Gabbiadini,ST,0.6,"E. Hazard, Ayoze Pérez, S. Mounié, D. Tadić, A. Gray","LW, ST, ST, CAM, ST"
21100,A. Ogbonna,CB,1.0,"B. Martins Indi, C. Kabasele, Ahmed Hegazy, F. Lejeune, C. Schindler","CB, CB, CB, CB, CB"
21164,F. Fernández,CB,1.0,"W. Morgan, J. Lascelles, S. Duffy, R. Shawcross, K. Long","CB, CB, CB, CB, CB"
