player_id,player_name,specific_position,specific_position_consistency_at5,topk_neighbors,topk_neighbor_categories
703,M. Yoshida,CB,1.0,"D. Da Silva, S. Mustafi, L. Bonucci, J. Tarkowski, Dante","CB, CB, CB, CB, CB"
1712,K. Tete,RB,1.0,"B. Bereszyński, H. Traoré, Hugo Mallo, Juanfran, L. De Silvestri","RB, RB, RB, RB, RB"
1751,O. Tannane,RW,1.0,"D. Berardi, L. Öztunali, A. Townsend, Malcom, Suso","RW, RW, RW, RW, RW"
3269,Jordi Alba,LB,1.0,"L. Augustinsson, B. Davies, Kévin Rodrigues, J. Roussillon, Marcos Alonso","LB, LB, LB, LB, LB"
3270,Barragán,RB,1.0,"A. Valencia, Daniel Carvajal, Iván Balliu, F. Chafik, Juanfran","RB, RB, RB, RB, RB"
3276,A. Rami,CB,1.0,"P. Gouano, K. Glik, David López, Luis Hernández, K. Mangane","CB, CB, CB, CB, CB"
3277,Víctor Ruíz,CB,1.0,"R. Thomas, A. Mawson, C. Lenglet, Mario Hermoso, N. Aké","CB, CB, CB, CB, CB"
3278,Bruno Saltor,RB,1.0,"M. Deplagne, Mario, D. Simpson, L. De Silvestri, B. Bereszyński","RB, RB, RB, RB, RB"
3280,É. Banega,CM,0.8,"J. Féret, Campaña, Álex Granell, D. Cataldi, Recio","CM, CM, CM, CM, CDM"
3281,Juan Bernat,LB,0.4,"P. Sisto, Alex Sandro, Chory Castro, Alfonso Pedraza, Marcelo","LW, LB, LW, LW, LB"
3282,Canales,CAM,0.6,"V. Birsa, A. Hunt, P. Groß, Susaeta, X. Shaqiri","CAM, CAM, CAM, RW, RW"
3286,Dani Parejo,CM,1.0,"F. Viviani, M. Pjanić, L. Cigarini, L. Torreira, D. Fletcher","CM, CM, CM, CM, CM"
3287,Portu,ST,0.2,"F. Thauvin, Iñaki Williams, T. Müller, N. Pépé, Suso","RW, RW, ST, RW, RW"
3290,Aduriz,ST,1.0,"R. Falcao, G. Simeone, E. Rivière, R. Lukaku, S. Haller","ST, ST, ST, ST, ST"
3291,Paco Alcácer,ST,0.2,"J. Kurtič, J. Brandt, Mikel Oyarzabal, K. Toko Ekambi, I. Bebou","CM, LW, LW, ST, RW"
3293,P. Piatti,LW,1.0,"Chory Castro, T. Lemar, M. Gradel, F. Kainz, G. Sigurðsson","LW, LW, LW, LW, LW"
3300,Albiol,CB,1.0,"V. Kompany, J. Matip, K. Manolas, M. Silvestre, G. Pezzella","CB, CB, CB, CB, CB"
3304,Nacho,CB,0.8,"B. Pavard, V. Lindelöf, F. Eboa Eboa, G. Jung, B. Nuytinck","CB, CB, CB, CDM, CB"
3306,Sergio Ramos,CB,1.0,"A. Romagnoli, M. Hummels, J. Morel, D. Astori, N. Moisander","CB, CB, CB, CB, CB"
3308,Pedro Mendes,CB,1.0,"D. Da Silva, W. Anton, L. Perrin, P. Jagielka, F. Schär","CB, CB, CB, CB, CB"
3309,R. Varane,CB,1.0,"Unai Núñez, Luis Hernández, N. N'Koulou, J. Tah, Marcelo","CB, CB, CB, CB, CB"
3310,Marcelo,LB,0.6,"D. Laxalt, Marcos Alonso, J. Roussillon, Jordi Alba, J. Mojica","LW, LB, LB, LB, LW"
3313,José Callejón,RW,0.8,"Malcom, D. Wass, M. Ritchie, J. Ward-Prowse, Samu Castillejo","RW, CM, RW, RW, RW"
3314,Á. di María,RW,0.6,"D. Berardi, Canales, Susaeta, K. De Bruyne, J. Ibe","RW, CAM, RW, CAM, RW"
3315,L. Diarra,CDM,0.8,"Fabinho, G. Kondogbia, P. Hernández, E. Pulgar, Oriol Romeu","CDM, CDM, CM, CDM, CDM"
3317,Granero,CM,1.0,"P. Lees Melou, Campaña, A. Mooy, É. Banega, A. Guardado","CM, CM, CM, CM, CM"
3318,S. Khedira,CM,0.8,"L. Lerager, E. Skhiri, Fabián, L. Goretzka, M. de Roon","CM, CDM, CM, CM, CM"
3319,M. Özil,CAM,0.4,"C. Eriksen, K. De Bruyne, E. Hazard, R. Nainggolan, M. Götze","CAM, CAM, LW, CM, CM"
3320,N. Şahin,CDM,0.4,"A. Rabiot, A. Bertolacci, N. Matić, Dani García, Trigueros","CM, CM, CDM, CDM, CM"
3321,K. Benzema,ST,1.0,"C. Immobile, L. Suárez, Mariano Díaz, D. Mertens, T. Deeney","ST, ST, ST, ST, ST"
3322,Cristiano Ronaldo,LW,0.0,"Kike García, L. Suárez, T. Werner, P. Aubameyang, J. Vardy","ST, ST, ST, ST, ST"
3323,G. Higuaín,ST,0.8,"N. Petersen, L. Messi, D. Mertens, Maxi Gómez, A. Lacazette","ST, RW, ST, ST, ST"
3324,Álvaro Morata,ST,1.0,"H. Kane, T. Deeney, E. Džeko, C. Benteke, F. Quagliarella","ST, ST, ST, ST, ST"
3325,Juanfran,RB,1.0,"Hugo Mallo, Pol Lirola, Cédric Soares, Y. Sabaly, Zaldúa","RB, RB, RB, RB, RB"
3326,Jesé Rodríguez,LW,0.8,"A. Rebić, S. Mané, A. Sánchez, Neymar, Philippe Coutinho","ST, LW, LW, LW, LW"
3327,Joselu,ST,1.0,"L. Stindl, E. Sala, M. Konaté, R. Rodelin, Gerard Moreno","ST, ST, ST, ST, ST"
3334,Dani Alves,RB,0.8,"K. Walker, J. Gomez, K. Malcuit, A. Florenzi, Daniel Carvajal","RB, CB, RB, RB, RB"
3335,Bartra,CB,0.4,"V. van Dijk, F. Fazio, J. Gbamin, F. Lustenberger, Rodri","CB, CB, CDM, CDM, CM"
3337,Fontàs,CB,1.0,"J. Morel, Bigas, Jemerson, A. Mawson, J. Alonso","CB, CB, CB, CB, CB"
3338,Sergi Gómez,CB,1.0,"V. Jovanović, B. Nuytinck, F. Lejeune, Raúl Navas, L. Perrin","CB, CB, CB, CB, CB"
3339,Montoya,RB,1.0,"H. Traoré, Hugo Mallo, B. Bereszyński, Mario, K. Malcuit","RB, RB, RB, RB, RB"
3340,Muniesa,CB,1.0,"Leandro Castán, R. van Drongelen, Ş. Radu, A. Diallo, S. Falette","CB, CB, CB, CB, CB"
3341,Piqué,CB,1.0,"Marquinhos, G. Pezzella, N. N'Koulou, Marcelo, M. Ginter","CB, CB, CB, CB, CB"
3344,Rafinha,CM,0.6,"L. Stindl, R. Nainggolan, Thiago Mendes, Pablo Fornals, P. Pogba","ST, CM, CM, CAM, CM"
3345,Thiago Alcântara,CM,0.6,"Zurutuza, Dani García, N. Keïta, Gabriel, A. Bertolacci","CM, CDM, CM, CAM, CM"
3346,Sergio Busquets,CDM,0.8,"J. Seri, Fernandinho, A. Tameze, Lucas Leiva, M. Badelj","CM, CDM, CDM, CDM, CDM"
3347,Sergi Roberto,RB,1.0,"Daniel Carvajal, João Cancelo, Dani Alves, Bellerín, K. Walker","RB, RB, RB, RB, RB"
3348,Deulofeu,RW,1.0,"A. Saint-Maximin, J. Guðmundsson, Lucas Vázquez, A. Knockaert, Iñaki Williams","RW, RW, RW, RW, RW"
3350,Fàbregas,CM,0.8,"Dani Parejo, S. Khaoui, Y. Cabaye, J. de Guzmán, P. Lees Melou","CM, CAM, CM, CM, CM"
3351,Kiko Femenía,RB,1.0,"K. Trippier, S. Aurier, Pol Lirola, Daniel Carvajal, Rafael","RB, RB, RB, RB, RB"
3353,Iniesta,CM,1.0,"M. Hamšík, Borja García, K. Linetty, G. Bonaventura, H. Aouar","CM, CM, CM, CM, CM"
3358,Cristian Tello,LW,0.6,"Caiuby, D. Rolán, A. Thomasson, A. Ndiaye, R. Loftus-Cheek","LW, ST, LW, ST, LW"
3359,L. Messi,RW,0.0,"R. Lukaku, P. Dybala, Rodrigo, A. Lacazette, M. Coda","ST, CAM, ST, ST, ST"
3360,Pedro,RW,0.0,"E. Hazard, D. Alli, David Silva, M. Antenucci, A. Taarabt","LW, CAM, CAM, ST, CAM"
3361,A. Sánchez,LW,0.6,"S. Mané, Philippe Coutinho, Neymar, G. Caprari, D. Alli","LW, LW, LW, ST, CAM"
3384,A. Guardado,CM,1.0,"É. Banega, J. Féret, D. Cataldi, Álex Granell, Trigueros","CM, CM, CM, CM, CM"
3407,Ramalho,CB,1.0,"M. van der Hoorn, J. Koundé, Rafael Tolói, B. Stambouli, A. Izzo","CB, CB, CB, CB, CB"
3408,Saborit,LB,1.0,"O. Wendt, M. Gobbi, J. Amavi, M. Plattenhardt, Aarón","LB, LB, LB, LB, LB"
3409,San José,CM,0.2,"Oriol Romeu, E. Dier, F. Magnanelli, W. Ndidi, M. Verratti","CDM, CB, CDM, CDM, CM"
3413,Ander Herrera,CM,0.8,"Fabián, L. Lerager, E. Skhiri, Illarramendi, J. Livermore","CM, CM, CDM, CM, CM"
3414,Iturraspe,CM,0.4,"I. Rakitić, F. Magnanelli, Gabi, E. Skhiri, A. Zambo Anguissa","CM, CDM, CM, CDM, CDM"
3416,Javi Martínez,CDM,0.4,"Oriol Romeu, J. Weigl, S. Lobotka, Y. Aït Bennasser, San José","CDM, CDM, CM, CM, CM"
3420,Susaeta,RW,0.0,"K. De Bruyne, Canales, A. Hunt, D. Payet, V. Birsa","CAM, CAM, CAM, CAM, CAM"
3421,De Marcos,RB,1.0,"A. Rosi, Daniel Carvajal, Bellerín, S. Aurier, Ander Capa","RB, RB, RB, RB, RB"
3423,Ibai Gómez,LW,0.0,"S. Verdi, P. Groß, Susaeta, B. Bourigeaud, J. Guðmundsson","RW, CAM, RW, RW, RW"
3425,Muniain,LW,0.0,"C. Eriksen, Y. Benzia, David Silva, R. Nainggolan, Jonathan Viera","CAM, CAM, CAM, CM, CM"
3431,João Miranda,CB,1.0,"J. Vestergaard, P. Jones, J. Murillo, Sidnei, Naldo","CB, CB, CB, CB, CB"
3433,D. Godín,CB,1.0,"N. Aké, R. Thomas, A. Mawson, C. Jullien, J. Alonso","CB, CB, CB, CB, CB"
3434,Filipe Luis,LB,1.0,"Jaume Costa, Jordi Alba, José Gayá, C. Daniels, Luisinho","LB, LB, LB, LB, LB"
3436,Javi Manquillo,LB,0.6,"Cuco Martina, J. Toljan, E. Seka, G. Letizia, William","LB, RB, CB, LB, LB"
3441,Gabi,CM,0.6,"A. Zambo Anguissa, I. Rakitić, Illarramendi, E. Skhiri, Pere Pons","CDM, CM, CM, CDM, CM"
3443,Koke,CM,0.8,"Campaña, É. Banega, Álex Granell, T. Lemar, T. Mangani","CM, CM, CM, LW, CM"
3447,Juanfran,RB,1.0,"S. Janko, Cédric Soares, Pablo Maffeo, Pedro López, Juanfran","RB, RB, RB, RB, RB"
3450,R. Falcao,ST,1.0,"Aduriz, S. Haller, A. Niane, D. Selke, E. Rivière","ST, ST, ST, ST, ST"
3451,Adrián López,ST,0.0,"I. Perišić, P. Sisto, L. Bittencourt, Richarlison, A. Thomasson","LW, LW, LW, LW, LW"
3460,Coke,RB,1.0,"V. Rosier, A. Smith, F. Cacciatore, J. Ikoko, I. M'baye","RB, RB, RB, RB, RB"
3463,F. Fazio,CB,0.8,"V. van Dijk, N. Otamendi, Luiz Gustavo, Bartra, B. Nuytinck","CB, CB, CDM, CB, CB"
3464,Luna,LB,1.0,"C. Traoré, Luisinho, Rubén Duarte, C. Daniels, Douglas Santos","LB, LB, LB, LB, LB"
3465,Fernando Navarro,LB,1.0,"Rubén Duarte, Danilo Avelar, T. Kongolo, O. Haddadi, E. Pieters","LB, LB, LB, LB, LB"
3466,Alexis,CB,1.0,"K. Zouma, B. Pavard, N. Tomović, A. Mariappa, S. De Maio","CB, CB, CB, CB, CB"
3468,Juan Cala,CB,1.0,"N. Aké, C. Jullien, D. Godín, A. Mawson, Víctor Ruíz","CB, CB, CB, CB, CB"
3470,Campaña,CM,1.0,"É. Banega, Álex Granell, Koke, A. Mooy, P. Lees Melou","CM, CM, CM, CM, CM"
3474,Jesús Navas,RW,1.0,"L. Narsingh, J. Iloki, Lucas Vázquez, B. Traoré, N. El Zhar","RW, RW, RW, RW, RW"
3475,D. Perotti,LW,1.0,"M. Gradel, I. Perišić, F. Kostić, L. Sané, Ivi","LW, LW, LW, LW, LW"
3476,I. Rakitić,CM,0.2,"E. Skhiri, M. Vecino, Pere Pons, S. Ascacíbar, A. Zambo Anguissa","CDM, CDM, CM, CDM, CDM"
3484,Luis Alberto,ST,0.0,"Philippe Coutinho, N. Sliti, Neymar, E. Forsberg, H. Çalhanoğlu","LW, LW, LW, CAM, LW"
3496,Sergio Postigo,CB,1.0,"F. Schär, J. Tarkowski, K. Papadopoulos, O. Vizcarrondo, Álvaro González","CB, CB, CB, CB, CB"
3503,Raúl García,CAM,0.0,"Gerard Moreno, Y. Poulsen, Jorge Molina, Rubén Sobrino, A. Iwobi","ST, ST, ST, ST, LW"
3510,Timor,CDM,0.6,"Jordi Amat, Luiz Gustavo, N. Matić, N. Otamendi, Y. M'Vila","CB, CDM, CDM, CB, CDM"
3523,F. Lejeune,CB,1.0,"Sergi Gómez, C. Kabasele, K. Adénon, Raúl Navas, A. Gamberini","CB, CB, CB, CB, CB"
3526,M. Musacchio,CB,1.0,"A. Mandi, M. Ginter, R. Varane, C. Yamberé, J. Tah","CB, CB, CB, CB, CB"
3529,Mario,RB,1.0,"P. Stenzel, Hugo Mallo, M. Deplagne, B. Bereszyński, Bruno Saltor","RB, RB, RB, RB, RB"
3531,C. Zapata,CB,1.0,"L. Koscielny, Diego Llorente, B. Pavard, J. Gouweleeuw, C. Salcedo","CB, CB, CB, CB, CB"
3534,Jaume Costa,LB,1.0,"José Gayá, Sergio Escudero, Jorge, Filipe Luis, Jonny","LB, LB, LB, LB, LB"
3535,J. de Guzmán,CM,1.0,"Dani Parejo, Fàbregas, É. Banega, J. Féret, A. Guardado","CM, CM, CM, CM, CM"
3538,M. Wakaso,CM,0.6,"P. Hetemaj, Thiago Maia, T. Mangani, P. Lasne, A. Dioussé","CM, CDM, CM, CM, CDM"
3542,Trigueros,CM,0.8,"R. Mandragora, D. Latza, A. Bertolacci, N. Matić, J. Veretout","CM, CM, CM, CDM, CM"
3543,Borja Valero,CAM,0.0,"N. Kanté, I. Gueye, B. André, G. Wijnaldum, M. Badelj","CDM, CDM, CM, CM, CDM"
3560,Nacho Monreal,CB,1.0,"Ş. Radu, Samir, A. Diallo, M. Le Marchand, D. Congré","CB, CB, CB, CB, CB"
3563,Isco,CAM,0.6,"A. Ljajić, David Silva, A. Taarabt, T. Lemar, Marco Asensio","CAM, CAM, CAM, LW, LW"
3566,Camacho,CDM,0.8,"Javi García, Rodri, F. Lustenberger, I. Radovanović, I. Amadou","CDM, CM, CDM, CDM, CDM"
3568,Recio,CDM,0.0,"É. Banega, D. Cataldi, Campaña, J. Féret, P. Pogba","CM, CM, CM, CM, CM"
3571,Joaquín,RW,0.2,"J. Brandt, F. Tait, R. Cabella, N. Benezet, M. Lanzini","LW, RW, CAM, LW, CAM"
3572,Portillo,CAM,0.0,"Carlos Soler, Fede Cartabia, Malcom, M. Benassi, B. Traoré","RW, RW, RW, CM, RW"
3573,J. Toulalan,CDM,0.0,"Álvaro González, J. Gouweleeuw, F. Schär, L. Koscielny, O. Vizcarrondo","CB, CB, CB, CB, CB"
3576,Juanmi,ST,0.8,"M. Mandžukić, M. Philipp, N. Roux, Willian José, S. Kalou","ST, ST, ST, ST, LW"
3577,S. Rondón,ST,0.6,"D. Alli, E. Sala, K. Volland, E. Hazard, Sergi Enrich","CAM, ST, ST, LW, ST"
3595,Beñat,CM,0.8,"Dani Parejo, L. Torreira, João Moutinho, A. Guardado, F. Magnanelli","CM, CM, CM, CM, CDM"
3605,Jorge Molina,ST,0.8,"D. Origi, Y. Poulsen, Raúl García, D. Calvert-Lewin, A. Delort","ST, ST, CAM, ST, ST"
3642,Ramis,CB,1.0,"D. Lovren, W. Orban, Thiago Silva, M. Pavlović, L. Koscielny","CB, CB, CB, CB, CB"
3644,Bigas,CB,1.0,"J. Alonso, D. Upamecano, J. Morel, A. Laporte, C. Lenglet","CB, CB, CB, CB, CB"
3645,Chory Castro,LW,1.0,"P. Sisto, T. Inui, R. van La Parra, S. Darbion, A. Thomasson","LW, LW, LW, LW, LW"
3650,Tomás Pina,CM,0.4,"Oriol Romeu, E. Dier, S. Lobotka, W. Ndidi, Y. Aït Bennasser","CDM, CB, CM, CDM, CM"
3657,T. Hemed,ST,1.0,"P. Crouch, Joselu, N. Roux, G. Murray, J. Ayew","ST, ST, ST, ST, ST"
3667,De La Bella,LB,1.0,"C. Daniels, M. Ostrzolek, Y. Andreu, Douglas Santos, G. Bong","LB, LB, LB, LB, LB"
3671,Íñigo Martínez,CB,1.0,"W. Hoedt, J. Vertonghen, D. Heintz, F. Helander, A. Toșca","CB, CB, CB, CB, CB"
3674,Markel Bergara,CM,0.4,"E. Skhiri, L. Lerager, Fabián, W. Ndidi, M. Vecino","CDM, CM, CM, CDM, CDM"
3676,Illarramendi,CM,0.6,"A. Zambo Anguissa, Gabi, T. Rincón, W. Ndidi, Fabián","CDM, CM, CM, CDM, CM"
3678,Xabi Prieto,CAM,0.2,"F. Thauvin, M. Benassi, Portillo, X. Shaqiri, Carlos Soler","RW, CM, CAM, RW, RW"
3680,Zurutuza,CM,0.6,"Dani García, Thiago Alcântara, A. Bertolacci, Adrián, D. Latza","CDM, CM, CM, CDM, CM"
3682,A. Griezmann,ST,0.8,"Y. Ōsako, Rodrigo, R. Nainggolan, L. Stindl, M. Antenucci","ST, ST, CM, ST, ST"
3692,Bernardo Espinosa,CB,1.0,"Naldo, N. Spolli, F. Vicari, K. Vogt, L. Ceppitelli","CB, CB, CB, CB, CB"
3695,Álvaro González,CB,1.0,"M. Škriniar, O. Vizcarrondo, F. Schär, J. Gouweleeuw, K. Papadopoulos","CB, CB, CB, CB, CB"
3704,P. Diop,CDM,0.6,"E. Skhiri, T. Ndombèlé, I. Gueye, M. Vecino, Fabián","CDM, CM, CDM, CDM, CM"
3705,Adrián,CDM,0.4,"D. Latza, A. Bertolacci, Zurutuza, Dani García, T. Monconduit","CM, CM, CM, CDM, CDM"
3710,K. Babacar,ST,1.0,"L. Suárez, C. Bacca, H. Kane, K. Benzema, E. Džeko","ST, ST, ST, ST, ST"
3714,C. Stuani,ST,1.0,"R. Falcao, E. Ponce, E. Džeko, M. Balotelli, Maxi Gómez","ST, ST, ST, ST, ST"
3735,Juankar,LB,1.0,"G. Bong, Sergio Escudero, S. Ward, F. Touré, A. Masina","LB, LB, LB, LB, LB"
3750,Balenziaga,LB,1.0,"Filipe Luis, José Ángel, A. Robertson, M. Plattenhardt, K. Gibbs","LB, LB, LB, LB, LB"
3788,Jordi Amat,CB,1.0,"D. Upamecano, F. Uduokhai, J. Vertonghen, Ö. Toprak, A. Laporte","CB, CB, CB, CB, CB"
3791,Z. Feddal,CB,1.0,"J. Morel, E. Moretti, N. Moisander, F. Helander, J. Vertonghen","CB, CB, CB, CB, CB"
3795,H. Moreno,CB,1.0,"A. Laporte, W. Hoedt, J. Alonso, J. Morel, D. Upamecano","CB, CB, CB, CB, CB"
3797,Víctor Sánchez,RB,0.6,"J. Stryger Larsen, J. Gomez, O. Sorg, D. Simpson, J. Rivierez","CB, CB, RB, RB, RB"
3798,Dídac Vilá,LB,1.0,"K. Gibbs, Jordi Alba, Jaume Costa, B. Martella, C. Traoré","LB, LB, LB, LB, LB"
3802,Philippe Coutinho,LW,0.6,"Neymar, Luis Alberto, A. Sánchez, N. Sliti, E. Forsberg","LW, ST, LW, LW, CAM"
3803,Sergi Darder,CM,0.8,"M. Noble, A. Doucouré, T. Rincón, J. Cork, J. Martin","CM, CDM, CM, CM, CM"
3806,Javi López,RB,1.0,"Martín, D. Simpson, M. Deplagne, P. Stenzel, Mario","RB, RB, RB, RB, RB"
3816,Sergio García,ST,0.6,"A. Delort, D. Origi, A. Iwobi, Roberto Firmino, Rony Lopes","ST, ST, LW, ST, RW"
3827,Hugo Mallo,RB,1.0,"L. De Silvestri, Juanfran, H. Traoré, V. Laurini, Mario","RB, RB, RB, RB, RB"
3828,Raúl Navas,CB,1.0,"P. Baysse, Sergi Gómez, F. Lejeune, K. Adénon, J. Vestergaard","CB, CB, CB, CB, CB"
3840,Iago Aspas,RW,0.2,"J. Iličić, B. Cristante, Á. Correa, P. Dybala, G. Pandev","ST, CM, RW, CAM, ST"
3843,F. Orellana,RW,0.8,"R. Sterling, A. Townsend, M. Politano, D. Berardi, Rony Lopes","RW, RW, LW, RW, RW"
3866,M. Iturra,CDM,0.8,"B. Santamaria, D. Stephens, Thomas, Rubén Pérez, W. Ndidi","CDM, CM, CDM, CDM, CDM"
3874,Kike García,ST,0.8,"A. Delort, S. Rondón, E. Hazard, Sergi Enrich, S. Agüero","ST, ST, LW, ST, ST"
3875,Borja Bastón,ST,1.0,"G. Simeone, E. Sala, I. Santini, J. Calleri, P. Aubameyang","ST, ST, ST, ST, ST"
3885,L. Cabrera,CB,0.8,"M. Capuano, B. Dibassy, K. Wimmer, R. Bensebaini, A. Toșca","CB, LB, CB, CB, CB"
3916,G. Cabral,CB,1.0,"David López, A. Rami, D. Rugani, Marcelo, S. Langkamp","CB, CB, CB, CB, CB"
3920,Pedro López,RB,0.8,"Martín, Cédric Soares, F. Cacciatore, J. Kenny, T. Smith","RB, RB, RB, RB, CM"
3928,Vicente Iborra,CDM,1.0,"Fabinho, G. Kondogbia, N. Höfler, L. Tousart, Guilherme","CDM, CDM, CDM, CDM, CDM"
3934,N. El Zhar,RW,1.0,"F. Thauvin, A. Knockaert, Iago Falqué, Fede Cartabia, Lucas Vázquez","RW, RW, RW, RW, RW"
3937,Roger,ST,1.0,"Roberto Firmino, W. Ben Yedder, Rodrigo, Aduriz, S. Haller","ST, ST, ST, ST, ST"
3970,Gálvez,CB,1.0,"D. Abraham, L. Koscielny, J. Gouweleeuw, Diego Llorente, A. Mariappa","CB, CB, CB, CB, CB"
3974,D. Suárez,RB,1.0,"Juanfran, Iván Balliu, Zaldúa, R. Rosales, T. Alexander-Arnold","RB, RB, RB, RB, RB"
4009,M. Lacen,CDM,0.8,"T. Bakayoko, D. Pröpper, A. Dioussé, Y. M'Vila, B. Matuidi","CDM, CM, CDM, CDM, CDM"
4013,Rubén Pérez,CDM,0.8,"I. Radovanović, D. Stephens, B. Santamaria, J. Gbamin, Javi Fuego","CDM, CM, CDM, CDM, CDM"
4014,Pedro León,RW,1.0,"José Callejón, J. Guðmundsson, A. Candreva, Á. di María, Malcom","RW, RW, RW, RW, RW"
4015,Pablo Sarabia,RW,0.4,"I. Mbenza, José Luis Morales, M. Dossevi, D. Tadić, A. Townsend","ST, LW, RW, CAM, RW"
