player_id,player_name,specific_position,specific_position_consistency_at5,topk_neighbors,topk_neighbor_categories
703,M. Yoshida,CB,1.0,"C. Smalling, S. Mustafi, J. Tarkowski, A. Christensen, W. Reid","CB, CB, CB, CB, CB"
3278,Bruno Saltor,RB,0.8,"P. Zabaleta, T. Smith, K. Naughton, E. Schelotto, D. Yedlin","RB, CM, RB, RB, RB"
3319,M. Özil,CAM,0.6,"C. Eriksen, David Silva, K. De Bruyne, E. Hazard, S. Rondón","CAM, CAM, CAM, LW, ST"
3324,Álvaro Morata,ST,1.0,"C. Benteke, H. Kane, T. Deeney, A. Lacazette, D. Gayle","ST, ST, ST, ST, ST"
3327,Joselu,ST,1.0,"S. Okazaki, S. Mounié, P. Crouch, S. Long, G. Murray","ST, ST, ST, ST, ST"
3350,Fàbregas,CM,1.0,"A. Ramsey, J. Livermore, P. Pogba, L. Fer, J. Wilshere","CM, CM, CM, CM, CM"
3351,Kiko Femenía,RB,1.0,"S. Aurier, K. Trippier, S. Coleman, Bellerín, V. Moses","RB, RB, RB, RB, RB"
3360,Pedro,RW,0.0,"C. Austin, C. Tosun, R. Pereyra, J. Lingard, D. Welbeck","ST, ST, CAM, CAM, ST"
3361,A. Sánchez,LW,0.6,"S. Mané, Philippe Coutinho, W. Zaha, A. Martial, D. Alli","LW, LW, ST, LW, CAM"
3413,Ander Herrera,CM,0.6,"L. Fer, T. Davies, J. Livermore, C. Kouyaté, I. Hayden","CM, CM, CM, CDM, CDM"
3436,Javi Manquillo,LB,1.0,"Cuco Martina, G. Bong, E. Pieters, P. Dummett, M. Suttner","LB, LB, LB, LB, LB"
3523,F. Lejeune,CB,1.0,"C. Kabasele, C. Schindler, J. Evans, C. Clark, Ahmed Hegazy","CB, CB, CB, CB, CB"
3560,Nacho Monreal,CB,0.8,"A. Rüdiger, J. Vertonghen, W. Hoedt, G. Cahill, A. Robertson","CB, CB, CB, CB, LB"
3577,S. Rondón,ST,0.8,"E. Hazard, J. Ayew, C. Tosun, S. Agüero, Roberto Firmino","LW, ST, ST, ST, ST"
3802,Philippe Coutinho,LW,0.4,"A. Sánchez, S. Mané, David Silva, İ. Gündoğan, D. Alli","LW, LW, CAM, CM, CAM"
3928,Vicente Iborra,CDM,0.6,"A. Surman, Oriol Romeu, A. Westwood, A. Doucouré, L. Milivojević","CM, CDM, CM, CDM, CDM"
4908,Alberto Moreno,LB,1.0,"B. Chilwell, A. Robertson, F. Delph, B. Davies, C. Daniels","LB, LB, LB, LB, LB"
5281,A. Nyom,RB,1.0,"J. Ward, P. Zabaleta, J. Kenny, D. Yedlin, M. Lowton","RB, RB, RB, RB, RB"
7853,K. Gibbs,LB,0.8,"P. van Aanholt, E. Pieters, C. Daniels, A. Cresswell, M. Zeegelaar","LB, LB, LB, CB, LB"
7855,L. Koscielny,CB,1.0,"T. Alderweireld, D. Sánchez, D. Lovren, V. Kompany, J. Matip","CB, CB, CB, CB, CB"
7868,A. Oxlade-Chamberlain,RW,0.4,"A. Ayew, Willian, Bernardo Silva, W. Hughes, T. Davies","ST, RW, RW, CAM, CM"
7870,A. Ramsey,CM,0.6,"Fàbregas, J. Wilshere, G. Wijnaldum, W. Rooney, Ayoze Pérez","CM, CM, CM, ST, ST"
7873,J. Wilshere,CM,0.6,"A. Ramsey, Fernandinho, E. Can, N. Kanté, G. Xhaka","CM, CDM, CM, CDM, CM"
7879,T. Walcott,RW,0.8,"Bernardo Silva, C. Quaner, A. Carrillo, A. Knockaert, M. Phillips","RW, ST, RW, RW, RW"
7885,R. Bertrand,LB,1.0,"S. Kolašinac, A. Young, B. Davies, A. Masuaku, M. Zeegelaar","LB, LB, LB, LB, LB"
7887,G. Cahill,CB,1.0,"M. Sakho, A. Mawson, C. Schindler, L. Dunk, N. Aké","CB, CB, CB, CB, CB"
7899,Oriol Romeu,CDM,0.4,"D. Stephens, D. Fletcher, N. Kanté, W. Ndidi, E. Dier","CM, CM, CDM, CDM, CB"
7905,R. Lukaku,ST,0.8,"A. Lacazette, A. Barnes, H. Kane, Álvaro Morata, S. Agüero","ST, CB, ST, ST, ST"
7906,Juan Mata,RW,0.6,"A. Townsend, X. Shaqiri, P. Groß, R. Mahrez, W. Hughes","RW, RW, CAM, RW, CAM"
7914,J. Evans,CB,1.0,"F. Lejeune, C. Schindler, C. Kabasele, K. Wimmer, M. Sakho","CB, CB, CB, CB, CB"
7918,P. Jones,CB,1.0,"A. Mawson, N. Aké, M. Sakho, R. Klavan, V. van Dijk","CB, CB, CB, CB, CB"
7919,M. Keane,CB,1.0,"P. Jagielka, J. Tomkins, S. Cook, J. Tarkowski, Ahmed Hegazy","CB, CB, CB, CB, CB"
7922,C. Smalling,CB,1.0,"M. Yoshida, A. Christensen, J. Tarkowski, S. Prödl, W. Reid","CB, CB, CB, CB, CB"
7929,T. Cleverley,CM,1.0,"A. Mooy, S. Davis, Y. Cabaye, P. Højbjerg, J. Allen","CM, CM, CM, CM, CM"
7932,D. Fletcher,CM,0.2,"I. Gueye, J. Hogg, Pedro Obiang, Oriol Romeu, J. Shelvey","CDM, CDM, CDM, CDM, CM"
7934,J. Lingard,CAM,0.0,"Ayoze Pérez, S. Mounié, Roberto Firmino, C. Wood, Joselu","ST, ST, ST, ST, ST"
7936,P. Pogba,CM,0.8,"G. Wijnaldum, W. Rooney, Fàbregas, S. Davis, J. Allen","CM, ST, CM, CM, CM"
7938,A. Valencia,RB,1.0,"F. Hadergjonaj, K. Trippier, Cédric Soares, T. Alexander-Arnold, K. Naughton","RB, RB, RB, RB, RB"
7939,A. Young,LB,1.0,"R. Bertrand, A. Masuaku, C. Daniels, M. Zeegelaar, J. Holebas","LB, LB, LB, LB, LB"
7941,J. Hernández,ST,0.8,"S. Long, P. Crouch, A. Barnes, S. Mounié, A. Gray","ST, ST, CB, ST, ST"
7944,W. Rooney,ST,0.0,"G. Wijnaldum, J. Allen, A. Doucouré, S. Davis, N. Kanté","CM, CM, CDM, CM, CDM"
7945,D. Welbeck,ST,0.8,"J. Defoe, C. Austin, Gabriel Jesus, Pedro, S. Vokes","ST, ST, ST, RW, ST"
7958,M. Kelly,CB,1.0,"J. Lascelles, S. Duffy, J. Stephens, W. Morgan, S. Cook","CB, CB, CB, CB, CB"
7964,J. Henderson,CDM,0.4,"I. Gueye, L. Cook, N. Kanté, D. Fletcher, E. Dier","CDM, CM, CDM, CM, CB"
7967,J. Shelvey,CM,0.6,"L. Cook, W. Ndidi, I. Gueye, D. Fletcher, S. Defour","CM, CDM, CDM, CM, CM"
7978,P. Dummett,LB,1.0,"T. Kongolo, G. Bong, Cuco Martina, E. Pieters, C. Taylor","LB, LB, LB, LB, LB"
7988,Y. Cabaye,CM,1.0,"J. Allen, J. Shelvey, Sung-Yeung Ki, T. Cleverley, L. Cook","CM, CM, CM, CM, CM"
7989,D. Gosling,CM,0.8,"J. Cork, A. Surman, H. Arter, A. Westwood, G. Barry","CM, CM, CM, CM, CDM"
8004,C. Clark,CB,1.0,"B. Mee, N. Aké, L. Dunk, C. Schindler, C. Kabasele","CB, CB, CB, CB, CB"
8005,J. Collins,CB,1.0,"J. Lascelles, S. Duffy, K. Long, S. Cook, J. Stephens","CB, CB, CB, CB, CB"
8013,M. Albrighton,LW,0.8,"R. Brady, R. van La Parra, R. Fraser, N. Redmond, D. Gray","LW, LW, RW, LW, LW"
8032,Marcos Alonso,LB,1.0,"S. Kolašinac, R. Bertrand, B. Davies, M. Zeegelaar, B. Chilwell","LB, LB, LB, LB, LB"
8086,D. Stephens,CM,0.2,"Oriol Romeu, E. Dier, W. Ndidi, J. Hogg, D. Fletcher","CDM, CB, CDM, CDM, CM"
8116,N. Redmond,LW,1.0,"E. Choupo-Moting, S. Boufal, R. van La Parra, A. Martial, D. Gray","LW, LW, LW, LW, LW"
8125,J. Cork,CM,0.6,"M. Noble, A. Westwood, D. Gosling, G. Barry, Pedro Obiang","CM, CM, CM, CDM, CDM"
8136,J. Stephens,CB,1.0,"J. Lascelles, M. Jørgensen, M. Holgate, S. Cook, A. Mariappa","CB, CB, CB, CB, CB"
8143,M. Schneiderlin,CDM,0.8,"Pedro Obiang, G. Barry, E. Capoue, L. Milivojević, A. Westwood","CDM, CDM, CDM, CDM, CM"
8144,J. Ward-Prowse,RW,1.0,"E. Kachunga, J. Guðmundsson, M. Sissoko, A. Lennon, A. Carrillo","RW, RW, RW, RW, RW"
8186,S. Dann,CB,1.0,"J. Tomkins, A. Williams, A. Ogbonna, Ahmed Hegazy, M. Keane","CB, CB, CB, CB, CB"
8192,M. Olsson,LB,1.0,"S. Ward, S. Malone, A. Young, A. Masuaku, J. Holebas","LB, LB, LB, LB, LB"
8221,J. Ward,RB,0.8,"P. Zabaleta, J. Kenny, A. Nyom, D. Yedlin, T. Smith","RB, RB, RB, RB, CM"
8239,L. Baines,LB,1.0,"S. Ward, C. Fuchs, C. Löwe, M. Suttner, M. Olsson","LB, LB, LB, LB, LB"
8240,S. Coleman,RB,1.0,"Cédric Soares, F. Hadergjonaj, Kiko Femenía, A. Valencia, K. Trippier","RB, RB, RB, RB, RB"
8242,S. Duffy,CB,1.0,"W. Morgan, K. Long, J. Lascelles, S. Cook, J. Collins","CB, CB, CB, CB, CB"
8245,P. Jagielka,CB,1.0,"M. Keane, V. Lindelöf, S. Cook, W. Reid, F. Fernández","CB, CB, CB, CB, CB"
8277,K. Walker,RB,0.8,"J. Gomez, T. Alexander-Arnold, Bellerín, K. Naughton, S. Aurier","CB, RB, RB, RB, RB"
8284,A. Lennon,RW,0.8,"C. Quaner, M. Phillips, E. Kachunga, T. Walcott, J. Guðmundsson","ST, RW, RW, RW, RW"
8285,J. Livermore,CM,0.6,"L. Fer, Fàbregas, E. Dier, Ander Herrera, G. Krychowiak","CM, CM, CB, CM, CDM"
8290,A. Pritchard,CAM,0.4,"S. Mounié, P. Groß, G. Murray, J. Ayew, João Mário","ST, CAM, ST, ST, CAM"
8296,J. Defoe,ST,1.0,"O. Giroud, C. Austin, A. Gray, S. Vokes, J. Vardy","ST, ST, ST, ST, ST"
8307,V. Kompany,CB,1.0,"J. Matip, J. Stones, D. Sánchez, T. Alderweireld, E. Bailly","CB, CB, CB, CB, CB"
8313,P. Zabaleta,RB,0.8,"J. Ward, T. Smith, J. Kenny, A. Nyom, D. Yedlin","RB, CM, RB, RB, RB"
8314,G. Barry,CDM,0.6,"E. Capoue, A. Westwood, Pedro Obiang, M. Schneiderlin, J. Cork","CDM, CM, CDM, CDM, CM"
8317,David Silva,CAM,0.6,"D. Alli, M. Özil, M. Lanzini, S. Mané, E. Hazard","CAM, CAM, CAM, LW, LW"
8319,J. Milner,CM,0.8,"M. Lanzini, A. Mooy, T. Carroll, S. Clucas, P. Højbjerg","CAM, CM, CM, CM, CM"
8325,S. Agüero,ST,0.8,"H. Kane, E. Hazard, Roberto Firmino, S. Rondón, C. Wood","ST, LW, ST, ST, ST"
8336,K. Naughton,RB,0.8,"T. Alexander-Arnold, T. Smith, A. Valencia, Bruno Saltor, D. Janmaat","RB, CM, RB, RB, RB"
8351,A. Surman,CM,0.4,"L. Milivojević, M. Lemina, M. Schneiderlin, G. Barry, D. Gosling","CDM, CM, CDM, CDM, CM"
8360,C. Dawson,RB,0.8,"S. Francis, M. Lowton, P. Bardsley, D. Simpson, T. Fosu-Mensah","CB, RB, RB, RB, RB"
8370,C. Brunt,RW,0.0,"S. Clucas, Kenedy, D. Pröpper, G. Sigurðsson, T. Carroll","CM, LW, CM, LW, CM"
8384,S. Long,ST,1.0,"J. Hernández, S. Mounié, P. Crouch, A. Gray, O. Niasse","ST, ST, ST, ST, ST"
8416,G. Murray,ST,0.8,"C. Tosun, S. Mounié, Joselu, S. Okazaki, João Mário","ST, ST, ST, ST, CAM"
8422,W. Zaha,ST,0.0,"M. Rashford, A. Martial, L. Sané, Richarlison, S. Mané","LW, LW, LW, LW, LW"
8433,S. Ward,LB,1.0,"M. Suttner, C. Fuchs, L. Baines, M. Olsson, C. Daniels","LB, LB, LB, LB, LB"
8460,A. Smith,RB,0.8,"D. Janmaat, T. Alexander-Arnold, D. Yedlin, E. Schelotto, J. Gomez","RB, RB, RB, RB, CB"
8464,F. Delph,LB,1.0,"Alberto Moreno, B. Chilwell, A. Robertson, B. Davies, C. Daniels","LB, LB, LB, LB, LB"
8471,A. Townsend,RW,0.8,"Juan Mata, M. Antonio, J. Ibe, J. Guðmundsson, R. Mahrez","RW, ST, RW, RW, RW"
8488,W. Morgan,CB,1.0,"S. Duffy, K. Long, J. Lascelles, S. Prödl, R. Shawcross","CB, CB, CB, CB, CB"
8498,A. King,CM,0.8,"M. James, D. Gosling, G. Krychowiak, M. Diamé, M. Lemina","CM, CM, CDM, CM, CM"
8501,J. Schlupp,LB,0.8,"P. van Aanholt, K. Gibbs, E. Pieters, A. Cresswell, B. Chilwell","LB, LB, LB, CB, LB"
8516,P. Bardsley,RB,0.8,"D. Simpson, M. Lowton, S. Francis, E. Schelotto, T. Fosu-Mensah","RB, RB, CB, RB, RB"
8530,J. McClean,LW,1.0,"M. Pugh, J. Izquierdo, C. Atsu, S. March, Ramadan Sobhi","LW, LW, LW, LW, LW"
8553,W. Reid,CB,1.0,"J. Tarkowski, F. Fernández, M. Yoshida, E. Bailly, S. Cook","CB, CB, CB, CB, CB"
8554,J. Tomkins,CB,1.0,"J. Tarkowski, A. Williams, C. Smalling, S. Prödl, M. Yoshida","CB, CB, CB, CB, CB"
8561,M. Noble,CM,0.6,"J. Cork, M. James, S. Defour, Pedro Obiang, I. Gueye","CM, CM, CM, CDM, CDM"
8582,A. Cresswell,CB,0.0,"K. Gibbs, E. Pieters, M. Zeegelaar, C. Daniels, B. Chilwell","LB, LB, LB, LB, LB"
8620,M. Diamé,CM,0.4,"Mikel Merino, M. Schneiderlin, A. Surman, G. Barry, L. Milivojević","CM, CDM, CM, CDM, CDM"
8623,J. McArthur,CM,0.8,"J. Allen, Sung-Yeung Ki, A. King, Y. Cabaye, C. Kouyaté","CM, CM, CM, CM, CDM"
8625,V. Moses,RB,1.0,"Kiko Femenía, D. Zappacosta, S. Coleman, S. Aurier, K. Trippier","RB, RB, RB, RB, RB"
8643,M. Lowton,RB,1.0,"D. Simpson, A. Nyom, E. Schelotto, P. Bardsley, D. Yedlin","RB, RB, RB, RB, RB"
8653,H. Maguire,CB,0.8,"B. Mee, C. Clark, D. Pröpper, W. Hoedt, C. Schindler","CB, CB, CM, CB, CB"
8677,M. Antonio,ST,0.0,"E. Kachunga, J. Guðmundsson, A. Townsend, A. Carrillo, M. Ritchie","RW, RW, RW, RW, RW"
8717,H. Kane,ST,1.0,"Álvaro Morata, S. Agüero, C. Wood, Gabriel Jesus, T. Deeney","ST, ST, ST, ST, ST"
8731,R. Shawcross,CB,1.0,"W. Morgan, S. Duffy, S. Prödl, J. Lascelles, S. Cook","CB, CB, CB, CB, CB"
8747,P. Crouch,ST,1.0,"S. Long, J. Hernández, Joselu, S. Mounié, S. Okazaki","ST, ST, ST, ST, ST"
8833,J. Lascelles,CB,1.0,"S. Cook, S. Duffy, J. Stephens, J. Collins, W. Morgan","CB, CB, CB, CB, CB"
8889,A. Mariappa,CB,1.0,"M. van der Hoorn, M. Jørgensen, J. Stephens, M. Holgate, K. Zouma","CB, CB, CB, CB, CB"
8897,J. Hogg,CDM,0.8,"D. Fletcher, Pedro Obiang, M. Schneiderlin, I. Gueye, W. Ndidi","CM, CDM, CDM, CDM, CDM"
8903,T. Deeney,ST,1.0,"Álvaro Morata, C. Benteke, H. Kane, C. Wood, D. Gayle","ST, ST, ST, ST, ST"
8925,A. Westwood,CM,0.4,"G. Barry, Pedro Obiang, E. Capoue, J. Cork, Mikel Merino","CDM, CDM, CDM, CM, CM"
8944,B. Mee,CB,1.0,"C. Clark, L. Dunk, N. Aké, A. Mawson, C. Schindler","CB, CB, CB, CB, CB"
8945,K. Trippier,RB,1.0,"A. Valencia, S. Aurier, Cédric Soares, Kiko Femenía, S. Coleman","RB, RB, RB, RB, RB"
8953,C. Austin,ST,1.0,"J. Defoe, M. Gabbiadini, A. Gray, Gabriel Jesus, S. Vokes","ST, ST, ST, ST, ST"
8958,J. Rodriguez,CAM,0.0,"P. Aubameyang, J. King, C. Tosun, S. Mounié, S. Long","ST, ST, ST, ST, ST"
8959,J. Stanislas,RW,0.0,"E. Choupo-Moting, Kenedy, R. Loftus-Cheek, G. Sigurðsson, C. Atsu","LW, LW, LW, LW, LW"
8976,T. Carroll,CM,0.6,"J. Milner, David Silva, T. Bakayoko, D. Pröpper, G. Wijnaldum","CM, CAM, CDM, CM, CM"
8980,J. Hendrick,CAM,0.2,"Ayoze Pérez, D. Gayle, C. Wood, J. Lingard, C. Benteke","ST, ST, ST, CAM, ST"
8981,W. Hughes,CAM,0.2,"A. Ayew, J. Ibe, P. Groß, Juan Mata, Willian","ST, RW, CAM, RW, RW"
9097,L. Dunk,CB,1.0,"B. Mee, C. Clark, M. Sakho, A. Mawson, C. Schindler","CB, CB, CB, CB, CB"
9123,A. Barnes,CB,0.0,"A. Gray, D. Gayle, C. Wood, A. Lacazette, J. Hernández","ST, ST, ST, ST, ST"
9127,S. Vokes,ST,0.8,"O. Giroud, M. Gabbiadini, A. Gray, J. Defoe, A. Barnes","ST, ST, ST, ST, CB"
9164,C. Taylor,LB,1.0,"G. Bong, M. Suttner, S. Ward, C. Löwe, C. Fuchs","LB, LB, LB, LB, LB"
9206,C. Wood,ST,0.8,"H. Kane, A. Barnes, T. Deeney, D. Gayle, C. Benteke","ST, CB, ST, ST, ST"
9227,M. Ritchie,RW,0.8,"J. Guðmundsson, A. Knockaert, A. Carrillo, M. Antonio, E. Kachunga","RW, RW, RW, ST, RW"
9277,S. Cook,CB,1.0,"J. Lascelles, W. Reid, S. Duffy, J. Tarkowski, F. Fernández","CB, CB, CB, CB, CB"
9279,S. Francis,CB,0.2,"T. Fosu-Mensah, P. Bardsley, D. Simpson, M. Lowton, Azpilicueta","RB, RB, RB, RB, CB"
9280,S. Malone,LB,1.0,"M. Olsson, L. Baines, C. Löwe, S. Ward, J. Holebas","LB, LB, LB, LB, LB"
9283,H. Arter,CM,0.8,"E. Capoue, Mikel Merino, A. Westwood, D. Gosling, P. Højbjerg","CDM, CM, CM, CM, CM"
9285,C. Daniels,LB,1.0,"C. Fuchs, M. Zeegelaar, A. Young, B. Chilwell, S. Ward","LB, LB, LB, LB, LB"
9293,M. Pugh,LW,1.0,"J. Izquierdo, J. McClean, Ramadan Sobhi, R. van La Parra, S. March","LW, LW, LW, LW, LW"
9380,J. Stones,CB,1.0,"V. Kompany, J. Matip, D. Sánchez, E. Bailly, S. Mustafi","CB, CB, CB, CB, CB"
9414,M. Phillips,RW,0.4,"A. Lennon, V. Moses, T. Walcott, D. Zappacosta, C. Quaner","RW, RB, RW, RB, ST"
9419,T. Ince,CAM,0.8,"R. Pereyra, J. Rodriguez, P. Groß, W. Hughes, A. Ayew","CAM, CAM, CAM, CAM, ST"
9433,J. Tarkowski,CB,1.0,"W. Reid, M. Yoshida, C. Smalling, S. Prödl, J. Tomkins","CB, CB, CB, CB, CB"
9623,R. Brady,LW,1.0,"M. Albrighton, R. van La Parra, N. Redmond, D. Gray, E. Choupo-Moting","LW, LW, LW, LW, LW"
9637,J. King,ST,0.6,"M. Arnautović, P. Aubameyang, J. Rodriguez, J. Ayew, João Mário","ST, ST, CAM, ST, CAM"
9739,J. Ibe,RW,0.8,"A. Carrillo, W. Hughes, A. Townsend, Juan Mata, R. Mahrez","RW, CAM, RW, RW, RW"
10108,K. Long,CB,1.0,"S. Duffy, W. Morgan, E. Bailly, J. Lascelles, W. Reid","CB, CB, CB, CB, CB"
10252,S. Clucas,CM,0.6,"C. Brunt, A. Mooy, G. Sigurðsson, J. Milner, A. King","RW, CM, LW, CM, CM"
10663,A. Gray,ST,0.8,"Gabriel Jesus, M. Gabbiadini, A. Barnes, D. Gayle, J. Vardy","ST, ST, CB, ST, ST"
11066,R. Sterling,RW,0.8,"Mohamed Salah, Bernardo Silva, D. Tadić, A. Townsend, T. Walcott","RW, RW, CAM, RW, RW"
11078,T. Smith,CM,0.0,"P. Zabaleta, Cédric Soares, J. Kenny, K. Naughton, D. Janmaat","RB, RB, RB, RB, RB"
11152,M. Dembélé,CM,0.4,"G. Xhaka, N. Matić, N. Kanté, M. Lemina, Fernandinho","CM, CDM, CDM, CM, CDM"
11294,S. Arfield,LW,0.8,"Kenedy, E. Choupo-Moting, G. Sigurðsson, J. Stanislas, J. Izquierdo","LW, LW, LW, RW, LW"
11669,C. Wilson,ST,0.8,"S. Long, A. Barnes, A. Gray, J. Hernández, J. Vardy","ST, CB, ST, ST, ST"
12536,D. Gayle,ST,0.8,"C. Benteke, J. Vardy, A. Barnes, C. Wood, A. Gray","ST, ST, CB, ST, ST"
12829,J. Vardy,ST,1.0,"D. Gayle, Gabriel Jesus, A. Gray, H. Kane, J. Defoe","ST, ST, ST, ST, ST"
13484,D. Alli,CAM,0.2,"E. Hazard, David Silva, S. Rondón, C. Tosun, T. Deeney","LW, CAM, ST, ST, ST"
14688,S. Prödl,CB,1.0,"J. Tarkowski, C. Smalling, W. Reid, M. Yoshida, W. Morgan","CB, CB, CB, CB, CB"
14703,M. Arnautović,ST,0.6,"J. King, O. Niasse, P. Aubameyang, D. Tadić, J. Rodriguez","ST, ST, ST, CAM, CAM"
14748,A. Rüdiger,CB,1.0,"W. Hoedt, Nacho Monreal, J. Vertonghen, G. Cahill, M. Sakho","CB, CB, CB, CB, CB"
14763,S. Okazaki,ST,1.0,"Joselu, S. Mounié, P. Crouch, S. Long, J. Hernández","ST, ST, ST, ST, ST"
14796,C. Löwe,LB,1.0,"L. Baines, C. Taylor, C. Fuchs, M. Suttner, S. Ward","LB, LB, LB, LB, LB"
14808,İ. Gündoğan,CM,0.6,"G. Wijnaldum, T. Bakayoko, M. Dembélé, Philippe Coutinho, J. Wilshere","CM, CDM, CM, LW, CM"
14853,C. Fuchs,LB,1.0,"M. Suttner, S. Ward, C. Daniels, G. Bong, L. Baines","LB, LB, LB, LB, LB"
14869,S. Kolašinac,LB,1.0,"R. Bertrand, Marcos Alonso, B. Davies, A. Masuaku, A. Young","LB, LB, LB, LB, LB"
14870,J. Matip,CB,1.0,"V. Kompany, J. Stones, D. Sánchez, T. Alderweireld, E. Bailly","CB, CB, CB, CB, CB"
14911,Son Heung-Min,LW,0.2,"S. Rondón, M. Rashford, O. Niasse, W. Zaha, D. Calvert-Lewin","ST, LW, ST, ST, ST"
15054,M. Diouf,ST,0.8,"O. Giroud, S. Vokes, A. Lacazette, A. Barnes, C. Wilson","ST, ST, ST, CB, ST"
15198,E. Choupo-Moting,LW,0.8,"N. Redmond, G. Sigurðsson, J. Stanislas, S. Boufal, A. Martial","LW, LW, RW, LW, LW"
15215,C. Schindler,CB,1.0,"C. Clark, B. Mee, L. Dunk, M. Sakho, F. Lejeune","CB, CB, CB, CB, CB"
15526,P. Groß,CAM,0.8,"Juan Mata, W. Hughes, D. Tadić, João Mário, A. Pritchard","RW, CAM, CAM, CAM, CAM"
15808,Roberto Firmino,ST,0.6,"S. Agüero, C. Wood, J. Lingard, E. Hazard, H. Kane","ST, ST, CAM, LW, ST"
15823,D. Williams,CM,0.8,"M. Diamé, Sung-Yeung Ki, I. Hayden, A. King, Mikel Merino","CM, CM, CDM, CM, CM"
16122,E. Kachunga,RW,0.8,"J. Guðmundsson, M. Antonio, A. Lennon, J. Ward-Prowse, M. Ritchie","RW, ST, RW, RW, RW"
16436,C. Quaner,ST,0.0,"A. Lennon, T. Walcott, N. Dyer, A. Carrillo, Bernardo Silva","RW, RW, RW, RW, RW"
18550,E. Can,CM,0.6,"Fernandinho, N. Kanté, G. Xhaka, J. Wilshere, G. Wijnaldum","CDM, CDM, CM, CM, CM"
20593,R. Pereyra,CAM,0.2,"D. Gray, G. Sigurðsson, T. Ince, P. Aubameyang, Pedro","LW, LW, CAM, ST, RW"
20612,S. Mustafi,CB,1.0,"M. Yoshida, W. Reid, A. Christensen, C. Smalling, J. Tarkowski","CB, CB, CB, CB, CB"
20620,Pedro Obiang,CDM,0.6,"M. Schneiderlin, A. Westwood, G. Barry, J. Cork, E. Capoue","CDM, CM, CDM, CM, CDM"
20855,E. Schelotto,RB,1.0,"D. Yedlin, D. Janmaat, M. Lowton, Bruno Saltor, A. Nyom","RB, RB, RB, RB, RB"
20857,M. Gabbiadini,ST,1.0,"A. Gray, S. Vokes, C. Austin, J. Defoe, O. Giroud","ST, ST, ST, ST, ST"
21100,A. Ogbonna,CB,1.0,"B. Martins Indi, Ahmed Hegazy, C. Clark, F. Lejeune, A. Williams","CB, CB, CB, CB, CB"
21164,F. Fernández,CB,1.0,"W. Reid, E. Bailly, J. Tarkowski, S. Cook, S. Mustafi","CB, CB, CB, CB, CB"
22889,D. Zappacosta,RB,0.8,"V. Moses, Kiko Femenía, M. Phillips, K. Trippier, S. Coleman","RB, RB, RW, RB, RB"
25393,D. Lovren,CB,1.0,"D. Sánchez, L. Koscielny, V. Kompany, S. Mustafi, J. Stones","CB, CB, CB, CB, CB"
